"index","id","earnings","occ","ability","age","region","female","education","exp"
"1407",1407,4085.5,24,87,42,2,0,15,25
"1408",1408,2538.5,5,60,47,1,0,6,34
"1409",1409,3549.5,27,71,45,3,1,9,35
"1410",1410,2933.5,22,41,45,1,0,4,38
"1411",1411,3627.5,32,55,40,1,0,9,28
"1412",1412,1633.5,6,21,39,2,0,3,31
"1413",1413,3768,38,26,44,4,1,3,39
"1414",1414,4540.5,33,53,49,4,0,8,37
"1415",1415,3377.5,13,58,43,1,1,7,33
"1416",1416,2487.5,12,44,42,2,1,4,32
"1417",1417,3086.5,2,76,37,2,1,10,22
"1418",1418,4795,30,92,49,4,0,14,34
"1419",1419,2103.5,8,21,47,1,0,2,38
"1420",1420,5130.5,51,48,44,1,1,7,35
"1421",1421,4651,48,67,44,2,1,10,31
"1422",1422,3419,26,50,32,2,1,5,25
"1423",1423,4449,40,76,37,1,1,8,26
"1424",1424,2133.5,5,48,43,4,0,6,35
"1425",1425,4635.5,42,95,34,1,0,13,16
"1426",1426,2786.5,15,38,48,2,0,5,41
"1427",1427,4353.5,33,81,37,1,1,9,25
"1428",1428,4126.5,30,88,31,3,1,11,15
"1429",1429,3783.5,11,84,39,4,1,12,24
"1430",1430,3885.5,24,57,44,4,1,8,30
"1431",1431,3334,24,63,41,2,1,8,31
"1432",1432,3487.5,25,59,49,4,0,8,37
"1433",1433,2480,4,66,45,4,1,11,33
"1434",1434,2570.5,7,62,39,3,0,9,28
"1435",1435,3621.5,26,70,37,2,1,11,20
"1436",1436,3749,18,93,42,3,1,12,28
"1437",1437,3264.5,31,28,46,4,0,2,37
"1438",1438,3960,42,41,47,1,1,6,38
"1439",1439,4700.5,40,68,30,4,1,8,16
"1440",1440,3101,25,24,42,1,0,2,39
"1441",1441,3822.5,8,95,36,4,1,11,20
"1442",1442,5455,48,95,42,4,1,14,21
"1443",1443,4050.5,39,54,30,4,1,8,16
"1444",1444,3575.5,29,21,36,3,0,2,30
"1445",1445,2952,19,51,45,1,1,8,30
"1446",1446,2086.5,6,22,43,3,0,2,34
"1447",1447,4196.5,39,32,43,1,0,3,34
"1448",1448,4097.5,37,51,30,2,0,8,21
"1449",1449,3722.5,29,38,38,4,1,4,30
"1450",1450,5427.5,48,86,45,2,0,14,29
"1451",1451,5155.5,38,99,38,2,0,12,25
"1452",1452,2286.5,8,46,40,2,1,5,28
"1453",1453,4172,23,88,39,3,1,8,28
"1454",1454,2714.5,8,78,34,2,0,13,19
"1455",1455,3743.5,24,95,39,2,0,10,25
"1456",1456,3064,11,55,33,2,1,5,25
"1457",1457,2934,23,30,32,2,1,3,27
"1458",1458,2495.5,13,39,46,3,1,5,39
"1459",1459,2471,16,26,32,2,1,3,23
"1460",1460,3190,17,84,46,3,1,8,34
"1461",1461,3072,5,97,42,3,1,15,20
"1462",1462,3635,23,76,35,2,0,10,20
"1463",1463,3973.5,28,59,42,1,1,9,31
"1464",1464,2765,5,60,48,1,0,9,33
"1465",1465,2867,14,55,39,1,0,9,29
"1466",1466,3433.5,16,82,42,2,0,12,25
"1467",1467,5007.5,48,56,35,4,1,7,26
"1468",1468,4340.5,37,91,34,4,0,15,15
"1469",1469,3585,34,25,49,4,0,2,44
"1470",1470,3181,26,63,30,2,0,9,20
"1471",1471,4589,41,53,35,2,1,9,21
"1472",1472,3586,25,54,30,2,1,6,21
"1473",1473,2535.5,2,44,47,3,0,7,34
"1474",1474,5356.5,50,86,46,2,0,9,31
"1475",1475,4453,49,54,46,3,1,9,36
"1476",1476,2927.5,10,38,34,1,0,5,26
"1477",1477,4937.5,45,58,33,2,0,6,23
"1478",1478,2994.5,24,27,39,4,0,4,33
"1479",1479,4322,24,89,35,4,1,11,19
"1480",1480,3464,30,26,49,1,0,4,39
"1481",1481,2339.5,6,27,39,3,0,3,32
"1482",1482,3043.5,28,31,42,2,1,3,36
"1483",1483,2423,7,36,36,3,0,4,31
"1484",1484,2752.5,13,26,49,4,0,2,43
"1485",1485,4367,40,77,38,2,0,8,28
"1486",1486,4859.5,38,67,49,1,0,11,34
"1487",1487,5117,28,96,42,4,1,17,21
"1488",1488,5022,51,70,44,1,1,10,32
"1489",1489,3752,41,40,33,3,1,5,24
"1490",1490,3366,10,92,47,1,0,13,31
"1491",1491,3848,35,48,30,2,1,4,25
"1492",1492,2099,5,47,30,2,1,8,17
"1493",1493,3184,18,33,34,4,0,5,22
"1494",1494,4814,48,77,38,1,0,11,23
"1495",1495,3839.5,15,74,34,1,0,11,18
"1496",1496,3765,29,38,40,3,0,6,33
"1497",1497,3615,29,49,47,2,0,5,38
"1498",1498,5241,47,69,39,4,0,10,26
"1499",1499,1749.5,8,26,31,2,1,3,24
"1500",1500,4292.5,37,78,33,3,0,12,18
"1501",1501,3548.5,19,58,47,1,1,5,37
"1502",1502,3480.5,34,20,35,1,0,2,28
"1503",1503,3604,22,34,46,3,1,4,36
"1504",1504,3309.5,30,48,33,2,0,8,21
"1505",1505,3532.5,4,92,43,1,1,15,21
"1506",1506,5728.5,48,90,38,1,1,10,23
"1507",1507,3730.5,13,83,31,3,0,13,12
"1508",1508,5573.5,52,92,35,3,1,14,19
"1509",1509,3334.5,22,42,44,2,1,5,32
"1510",1510,3584,27,52,49,3,1,7,38
"1511",1511,4768.5,29,86,45,1,0,12,28
"1512",1512,3901.5,19,96,40,2,1,13,24
"1513",1513,4241,21,91,35,4,0,11,20
"1514",1514,3760.5,21,95,49,3,0,12,30
"1515",1515,2333.5,5,46,35,1,1,7,21
"1516",1516,2355.5,13,36,43,4,0,3,39
"1517",1517,4749,42,70,31,3,1,7,20
"1518",1518,3869.5,43,22,47,2,1,3,40
"1519",1519,2638,14,49,45,1,1,6,38
"1520",1520,3063.5,8,63,42,2,1,7,32
"1521",1521,4637.5,27,97,47,4,1,15,28
"1522",1522,4684.5,50,47,42,2,1,7,28
"1523",1523,4437,29,90,48,3,1,14,28
"1524",1524,5625.5,42,98,43,4,1,12,24
"1525",1525,4357.5,27,99,44,2,1,17,26
"1526",1526,4592,34,74,45,1,0,10,29
"1527",1527,3968,41,41,45,4,1,6,35
"1528",1528,3198.5,26,27,46,1,1,3,41
"1529",1529,6087,50,96,49,3,0,16,27
"1530",1530,3459.5,12,67,46,2,1,9,32
"1531",1531,2243,7,40,40,4,1,4,31
"1532",1532,5165,35,90,44,4,0,11,32
"1533",1533,3252.5,21,45,39,2,1,5,28
"1534",1534,4063,27,89,31,2,0,14,10
"1535",1535,3612.5,31,43,40,1,0,4,30
"1536",1536,3281,26,39,42,2,1,4,35
"1537",1537,4659,35,93,47,4,1,11,35
"1538",1538,2454,4,66,44,2,0,9,34
"1539",1539,3050,10,61,31,4,1,7,19
"1540",1540,3274.5,34,29,43,4,0,4,33
"1541",1541,3336.5,20,81,30,2,1,8,16
"1542",1542,5276.5,48,64,41,4,0,11,25
"1543",1543,4051,31,62,31,2,1,7,17
"1544",1544,4202,15,94,47,3,0,15,31
"1545",1545,4722,40,95,38,1,0,10,27
"1546",1546,3915,37,48,32,4,1,6,23
"1547",1547,3675.5,15,90,35,2,0,10,23
"1548",1548,3191.5,14,76,42,4,0,10,27
"1549",1549,4362,42,33,37,4,1,4,27
"1550",1550,3709.5,45,21,43,1,0,3,34
"1551",1551,3407,23,22,47,4,0,3,42
"1552",1552,4276,20,91,35,2,1,14,17
"1553",1553,3761.5,46,37,31,1,0,5,24
"1554",1554,3901,19,76,47,1,0,10,35
"1555",1555,3688,31,56,32,3,1,7,20
"1556",1556,2236.5,3,68,36,3,0,9,20
"1557",1557,5412,52,85,48,1,0,14,27
"1558",1558,3607,25,52,35,3,1,6,26
"1559",1559,3323.5,23,45,30,1,1,6,21
"1560",1560,4107.5,30,71,35,3,0,11,20
"1561",1561,3255.5,21,21,37,3,0,2,30
"1562",1562,3602,20,67,41,2,1,9,29
"1563",1563,3478.5,17,92,31,4,1,10,16
"1564",1564,4534.5,27,88,37,1,1,12,19
"1565",1565,3271,17,59,48,4,1,9,35
"1566",1566,5881,49,90,46,2,1,13,29
"1567",1567,3851,31,51,34,4,1,5,23
"1568",1568,4810,39,67,36,4,0,7,24
"1569",1569,2674,3,54,43,3,0,9,31
"1570",1570,4450,34,54,34,4,0,7,22
"1571",1571,5428,48,78,47,2,1,13,31
"1572",1572,3659,34,37,38,2,0,3,28
"1573",1573,2942.5,3,64,33,1,0,8,18
"1574",1574,4655.5,41,67,34,1,0,7,20
"1575",1575,2696,9,65,44,1,1,8,30
"1576",1576,3046,4,56,42,1,1,9,26
"1577",1577,3586,13,79,48,2,0,8,38
"1578",1578,5054,43,88,44,4,1,10,33
"1579",1579,4585,34,69,43,2,0,9,32
"1580",1580,4619.5,50,69,40,2,0,7,31
"1581",1581,3144,24,20,37,2,1,3,29
"1582",1582,3465.5,24,23,44,2,1,3,40
"1583",1583,3357,21,45,45,3,0,4,37
"1584",1584,5294,47,71,48,2,0,9,32
"1585",1585,4396.5,40,67,38,3,1,9,25
"1586",1586,4042,23,84,48,1,0,8,39
"1587",1587,4141,21,78,43,1,0,13,27
"1588",1588,3938,43,46,35,3,0,6,23
"1589",1589,5528.5,44,91,33,3,0,15,14
"1590",1590,2331.5,12,45,37,4,1,5,26
"1591",1591,4497.5,27,90,42,3,0,11,30
"1592",1592,2159,7,42,44,4,1,6,33
"1593",1593,4590.5,24,91,47,3,1,16,29
"1594",1594,1982.5,4,25,48,4,0,2,43
"1595",1595,3230,23,50,45,2,1,7,33
"1596",1596,2554.5,13,35,40,2,1,3,36
"1597",1597,1574.5,2,26,40,4,0,3,35
"1598",1598,4884,40,83,45,4,0,8,30
"1599",1599,4477,36,75,41,2,1,8,29
"1600",1600,4030,47,47,31,1,0,7,19
"1601",1601,5100,45,83,32,2,1,14,11
"1602",1602,2115.5,12,27,47,3,0,2,44
"1603",1603,3430,24,72,30,2,1,10,15
"1604",1604,3635.5,27,73,30,4,1,12,12
"1605",1605,4036,37,42,32,1,1,4,22
"1606",1606,2339,9,63,31,1,0,9,17
"1607",1607,4400,44,52,37,1,0,7,25
"1608",1608,2270,7,38,45,4,0,4,38
"1609",1609,2172.5,5,51,35,4,1,8,26
"1610",1610,4144,24,92,30,4,1,11,13
"1611",1611,3190.5,10,71,33,3,1,7,19
"1612",1612,3037.5,14,66,47,2,1,8,34
"1613",1613,4427,47,25,33,1,0,3,29
"1614",1614,2829.5,27,38,30,4,1,4,24
"1615",1615,4526.5,35,57,48,1,0,9,36
"1616",1616,3314.5,41,20,39,3,0,2,34
"1617",1617,4142,26,97,49,3,0,12,35
"1618",1618,3207,21,28,33,3,1,5,26
"1619",1619,3919.5,29,61,39,4,0,7,27
"1620",1620,1616,4,28,35,4,1,4,29
"1621",1621,3523.5,24,49,45,1,1,6,33
"1622",1622,2922.5,6,49,40,3,1,5,29
"1623",1623,3946,24,46,47,2,0,7,36
"1624",1624,2334,1,44,38,3,1,5,26
"1625",1625,2690,15,49,42,4,0,6,30
"1626",1626,3473.5,22,89,35,1,1,10,19
"1627",1627,3194.5,7,91,42,2,1,11,24
"1628",1628,3793.5,43,39,43,1,0,4,36
"1629",1629,3245,13,83,45,2,0,11,32
"1630",1630,2735.5,6,91,30,3,0,14,10
"1631",1631,3420,29,43,42,3,0,7,33
"1632",1632,3569,31,63,41,3,0,8,31
"1633",1633,3117.5,28,21,44,1,1,3,35
"1634",1634,5049,50,89,33,2,1,9,19
"1635",1635,2354.5,6,26,33,4,1,2,24
"1636",1636,2835,14,39,31,3,0,6,21
"1637",1637,4124.5,49,32,35,3,0,4,30
"1638",1638,3242.5,4,64,43,3,0,8,28
"1639",1639,4041.5,43,31,43,3,0,3,34
"1640",1640,4050,32,48,42,2,1,4,37
"1641",1641,4026.5,35,50,44,4,1,5,32
"1642",1642,4901,48,30,44,4,0,4,36
"1643",1643,2643.5,22,33,30,4,1,5,20
"1644",1644,3415.5,3,83,34,3,0,14,14
"1645",1645,2937.5,19,35,35,1,0,5,24
"1646",1646,5636,53,99,47,3,0,16,27
"1647",1647,3727,12,96,36,2,0,11,24
"1648",1648,3870,8,96,47,3,1,11,30
"1649",1649,4247.5,34,42,47,4,1,7,36
"1650",1650,3458.5,34,24,49,1,0,4,40
"1651",1651,3216.5,12,70,33,2,1,10,20
"1652",1652,3075,9,85,33,1,1,9,18
"1653",1653,5126,49,80,40,2,1,12,27
"1654",1654,3461.5,24,29,42,4,1,3,36
"1655",1655,5837,50,87,44,2,1,14,27
"1656",1656,2266.5,7,29,30,3,0,3,22
"1657",1657,3345,17,79,48,3,0,11,35
"1658",1658,4130.5,32,63,49,2,0,9,39
"1659",1659,4711.5,47,45,39,1,0,6,32
"1660",1660,3053.5,15,38,32,4,1,4,26
"1661",1661,4230.5,33,39,45,4,1,4,34
"1662",1662,4143.5,36,47,48,3,1,4,41
"1663",1663,3983.5,32,28,49,4,1,4,44
"1664",1664,4758,28,99,45,4,0,14,30
"1665",1665,3636,31,51,35,1,1,8,22
"1666",1666,4961.5,39,99,35,3,1,17,17
"1667",1667,2986.5,10,56,30,1,1,9,19
"1668",1668,2967,8,45,36,4,0,5,26
"1669",1669,3790.5,16,73,34,2,1,9,18
"1670",1670,5328,42,93,33,1,0,13,19
"1671",1671,2063.5,4,39,38,4,1,6,28
"1672",1672,3809,39,45,43,1,1,4,34
"1673",1673,3816,37,24,34,4,0,3,26
"1674",1674,4566,41,30,45,2,0,4,34
"1675",1675,3695.5,31,37,33,1,1,6,25
"1676",1676,2179.5,1,22,47,3,1,3,37
"1677",1677,3732.5,32,58,38,1,1,8,23
"1678",1678,3621,41,40,33,4,0,4,24
"1679",1679,2781,14,67,30,3,0,11,13
"1680",1680,3218,36,26,30,2,0,4,24
"1681",1681,2795.5,20,42,37,4,0,7,23
"1682",1682,4980,43,69,35,4,1,9,25
"1683",1683,4631.5,24,97,41,4,1,16,20
"1684",1684,3008.5,17,66,32,1,1,8,19
"1685",1685,4362,38,74,40,1,0,10,23
"1686",1686,5827,51,93,40,2,1,10,25
"1687",1687,3238.5,23,58,45,1,0,10,30
"1688",1688,5700,49,77,40,2,1,11,23
"1689",1689,3063.5,10,83,30,4,0,14,13
"1690",1690,2737,12,50,39,2,1,6,27
"1691",1691,4569.5,35,70,44,1,1,10,29
"1692",1692,3232,36,32,38,2,1,3,33
"1693",1693,3531,37,20,31,3,1,2,24
"1694",1694,4460,31,54,42,2,0,9,28
"1695",1695,5013.5,48,44,42,3,0,5,32
"1696",1696,2637.5,12,51,43,4,0,5,35
"1697",1697,3225,6,98,49,4,0,13,30
"1698",1698,3958,20,82,44,1,0,12,31
"1699",1699,3462,30,35,42,4,1,4,37
"1700",1700,3423,24,35,38,3,0,4,27
"1701",1701,2784,7,69,30,3,0,7,17
"1702",1702,4841,51,58,47,1,0,9,33
"1703",1703,3100,23,30,41,4,0,4,34
"1704",1704,3644,10,72,40,3,1,10,28
"1705",1705,3079.5,29,26,40,3,0,2,36
"1706",1706,4821.5,48,53,33,1,1,5,21
"1707",1707,2739.5,9,27,39,1,0,3,30
"1708",1708,3300,5,78,33,1,1,8,18
"1709",1709,3923.5,22,97,40,1,0,15,18
"1710",1710,2091.5,12,33,32,4,0,4,23
"1711",1711,2516.5,15,36,47,3,0,5,36
"1712",1712,2159.5,9,40,38,4,0,6,27
"1713",1713,3367.5,23,62,33,2,0,7,19
"1714",1714,4993,51,71,41,2,0,10,26
"1715",1715,3523.5,26,28,39,4,1,4,34
"1716",1716,4096,50,37,44,3,0,4,39
"1717",1717,2837.5,3,87,38,3,0,13,22
"1718",1718,3431.5,16,47,30,4,0,8,19
"1719",1719,3021.5,21,34,39,1,1,3,33
"1720",1720,3470,27,32,39,2,1,3,35
"1721",1721,5070,50,88,48,4,1,11,31
"1722",1722,5508.5,52,90,44,4,0,9,33
"1723",1723,5139.5,45,57,40,2,0,8,29
"1724",1724,3992.5,30,79,46,1,0,10,34
"1725",1725,3212,9,76,37,3,0,11,25
"1726",1726,3987,42,37,48,3,0,5,37
"1727",1727,4487,30,89,31,2,0,10,14
"1728",1728,3034,7,95,30,4,0,16,10
"1729",1729,4465,35,97,42,2,0,15,20
"1730",1730,4970.5,46,90,42,4,1,9,30
"1731",1731,3096.5,5,86,41,3,1,12,25
"1732",1732,4740,37,61,40,3,0,10,23
"1733",1733,5094,44,93,44,2,0,9,28
"1734",1734,3548.5,17,85,30,2,0,13,11
"1735",1735,4420.5,27,96,38,4,0,10,21
"1736",1736,5083,46,90,30,4,1,9,15
"1737",1737,4772.5,42,58,49,1,1,7,37
"1738",1738,5768,49,91,47,3,1,9,36
"1739",1739,4008.5,25,46,45,4,0,7,31
"1740",1740,4797.5,46,37,33,2,0,6,25
"1741",1741,3044,18,44,32,4,1,4,21
"1742",1742,3008,3,62,42,3,0,9,29
"1743",1743,4151.5,45,38,41,3,0,4,32
"1744",1744,3119,3,84,41,1,1,10,30
"1745",1745,4890,49,52,33,3,1,5,24
"1746",1746,2868.5,17,35,33,2,1,6,24
"1747",1747,3184,35,30,31,1,1,4,24
"1748",1748,2414,14,25,34,4,1,4,27
"1749",1749,3618.5,16,74,31,3,0,12,14
"1750",1750,4198.5,47,34,43,4,0,4,33
"1751",1751,2580,4,29,40,3,0,4,29
"1752",1752,4378,38,40,36,1,0,5,25
"1753",1753,3419,15,81,49,1,1,11,36
"1754",1754,3766,30,55,49,1,1,7,36
"1755",1755,5626,43,89,44,2,1,14,23
"1756",1756,3796,31,45,36,4,1,5,27
"1757",1757,1744,4,29,48,4,0,3,40
"1758",1758,3512,13,53,45,3,0,8,33
"1759",1759,4033,43,21,38,3,1,3,28
"1760",1760,4664,30,95,40,4,0,15,20
"1761",1761,4007.5,28,65,40,3,0,7,26
"1762",1762,3340,9,80,31,2,1,11,15
"1763",1763,5301,41,84,42,3,1,14,24
"1764",1764,4408.5,36,88,42,2,1,10,28
"1765",1765,2644,3,42,34,1,0,4,25
"1766",1766,4554.5,34,95,33,3,0,12,16
"1767",1767,4780,44,63,32,1,1,7,22
"1768",1768,5453,47,78,46,3,0,10,33
"1769",1769,5024,49,91,36,1,1,12,18
"1770",1770,4567.5,46,39,46,3,1,6,35
"1771",1771,4043,35,41,32,2,1,7,21
"1772",1772,4809.5,50,32,44,2,1,4,38
"1773",1773,3625,21,83,43,2,1,12,27
"1774",1774,1990.5,2,51,31,2,1,7,20
"1775",1775,4683,44,60,38,4,1,9,23
"1776",1776,2438,5,47,39,1,0,5,29
"1777",1777,1910,8,20,36,1,0,2,31
"1778",1778,4785,46,84,35,2,1,13,17
"1779",1779,2858.5,19,39,45,4,1,6,32
"1780",1780,2903,13,62,30,1,1,10,18
"1781",1781,2846,19,53,32,2,1,7,23
"1782",1782,4185.5,37,34,48,4,0,4,39
"1783",1783,4272,33,33,49,3,1,5,38
"1784",1784,4824.5,47,60,45,2,1,8,34
"1785",1785,4101,25,63,38,1,0,10,21
"1786",1786,2508,2,43,38,1,0,6,31
"1787",1787,5540.5,51,83,39,1,0,10,24
"1788",1788,4655.5,45,43,36,4,1,7,28
"1789",1789,2755.5,13,41,44,3,0,6,36
"1790",1790,3830.5,47,23,48,2,1,3,40
"1791",1791,3502.5,21,73,34,1,0,9,18
"1792",1792,2641,14,39,42,2,0,6,32
"1793",1793,3245.5,17,81,32,3,0,14,14
"1794",1794,2208.5,3,23,34,1,1,2,27
"1795",1795,3926.5,48,36,38,3,1,4,29
"1796",1796,3309.5,13,92,37,4,0,14,17
"1797",1797,4381,33,91,49,1,1,11,32
"1798",1798,4029.5,25,58,39,2,1,8,30
"1799",1799,3692,26,60,43,2,0,7,32
"1800",1800,5242,40,83,45,2,0,9,30
"1801",1801,5713.5,44,86,44,4,1,13,26
"1802",1802,4358,42,76,33,3,0,10,21
"1803",1803,3814,29,78,38,4,0,9,26
"1804",1804,5406.5,41,79,43,3,0,14,28
"1805",1805,3333.5,12,64,32,2,1,7,20
"1806",1806,4417,32,94,44,4,0,15,26
"1807",1807,4027.5,30,75,46,4,0,8,31
"1808",1808,4788,36,95,37,4,0,11,20
"1809",1809,2309.5,17,31,35,1,1,4,25
"1810",1810,2339.5,16,32,37,1,1,4,31
"1811",1811,2326.5,5,61,48,1,0,7,38
"1812",1812,3925,18,81,31,3,0,14,15
"1813",1813,4693.5,38,69,41,3,1,9,27
"1814",1814,1769,4,31,46,1,0,3,41
"1815",1815,4927,46,57,39,1,1,10,26
"1816",1816,3558,21,94,35,3,0,11,21
"1817",1817,4462.5,40,81,32,2,0,13,15
"1818",1818,4298.5,29,77,30,2,1,10,18
"1819",1819,4802.5,44,53,37,3,0,7,28
"1820",1820,4268,31,70,44,3,1,8,30
"1821",1821,3716.5,40,39,30,1,1,4,21
"1822",1822,4191.5,22,84,35,4,1,11,20
"1823",1823,4770.5,47,50,37,1,1,5,25
"1824",1824,2968.5,6,93,31,1,1,10,17
"1825",1825,5046,39,79,45,1,1,8,32
"1826",1826,3587,22,81,31,4,1,11,15
"1827",1827,2043,1,21,40,2,1,3,33
"1828",1828,4136.5,35,35,48,1,0,3,40
"1829",1829,3975.5,38,68,31,2,0,10,19
"1830",1830,5202.5,44,96,33,1,1,11,19
"1831",1831,3202.5,10,94,43,1,1,11,27
"1832",1832,4229,39,36,44,3,1,4,34
"1833",1833,4103.5,46,30,35,4,1,4,30
"1834",1834,3133.5,25,55,31,4,0,8,17
"1835",1835,3593.5,23,85,31,1,0,12,16
"1836",1836,4227,36,37,34,1,0,4,25
"1837",1837,5042,51,79,43,2,1,8,31
"1838",1838,3160.5,18,70,44,2,1,8,30
"1839",1839,5216,41,83,38,4,1,11,23
"1840",1840,4266.5,43,27,38,1,1,2,33
"1841",1841,3515.5,15,70,45,2,1,7,36
"1842",1842,2964.5,6,55,40,1,1,6,31
"1843",1843,4976,45,57,33,3,0,8,23
"1844",1844,4752.5,49,43,44,1,0,6,34
"1845",1845,2989,11,55,47,4,1,6,37
"1846",1846,4434.5,42,79,30,1,1,12,17
"1847",1847,2513.5,5,55,31,4,1,6,22
"1848",1848,5474,51,78,48,3,0,7,35
"1849",1849,4483.5,34,88,35,2,1,12,22
"1850",1850,4030.5,30,78,36,2,1,7,26
"1851",1851,4855.5,48,61,30,2,0,7,17
"1852",1852,5067,43,91,36,3,0,16,17
"1853",1853,5018,26,99,44,4,0,17,22
"1854",1854,4985,34,75,48,4,1,9,33
"1855",1855,2601.5,7,26,46,2,1,3,38
"1856",1856,2970,8,39,43,2,1,5,31
"1857",1857,4156,45,37,48,3,1,5,40
"1858",1858,5394.5,42,88,43,3,0,12,30
"1859",1859,3484.5,28,25,34,3,0,4,26
"1860",1860,2841.5,19,57,33,2,0,9,23
"1861",1861,2362,5,76,32,3,0,8,21
"1862",1862,4409,20,82,49,4,0,14,34
"1863",1863,4058.5,37,32,35,1,1,4,27
"1864",1864,3995,38,57,34,4,1,8,21
"1865",1865,3183,18,24,38,3,1,3,30
"1866",1866,2853,12,51,34,3,0,7,23
"1867",1867,3610.5,42,24,43,2,1,3,38
"1868",1868,4589.5,42,77,34,4,0,12,21
"1869",1869,2159,4,43,31,2,1,5,21
"1870",1870,3993,20,98,30,1,1,14,14
"1871",1871,4443,33,93,32,4,1,16,11
"1872",1872,3705,44,36,33,3,1,4,24
"1873",1873,3519,21,61,39,1,0,9,29
"1874",1874,4073,23,70,48,3,1,10,32
"1875",1875,4335.5,32,62,45,1,1,10,33
"1876",1876,3188.5,34,21,39,3,0,2,34
"1877",1877,2800.5,10,45,40,3,1,8,25
"1878",1878,2956,23,23,45,1,0,3,37
"1879",1879,3483.5,15,72,47,2,0,12,33
"1880",1880,3552.5,15,80,47,1,0,10,30
"1881",1881,3842.5,11,85,48,1,0,12,34
"1882",1882,3705.5,10,82,42,3,1,12,27
"1883",1883,2681,22,35,36,4,0,5,24
"1884",1884,4114.5,32,71,47,2,1,7,38
"1885",1885,2874,20,34,37,2,1,5,29
"1886",1886,4969.5,52,81,34,2,0,11,19
"1887",1887,4892.5,45,75,34,4,0,10,17
"1888",1888,3725.5,29,69,38,3,0,7,26
"1889",1889,4276.5,32,83,46,1,0,9,32
"1890",1890,3896.5,34,43,33,3,0,4,28
"1891",1891,5107,47,83,46,2,0,9,34
"1892",1892,3321.5,16,35,42,3,1,5,35
"1893",1893,6081,52,96,36,2,0,14,16
"1894",1894,5356,51,54,33,4,0,8,20
"1895",1895,3120.5,19,20,44,2,0,2,39
"1896",1896,3679.5,21,54,47,2,1,5,36
"1897",1897,4259,38,31,43,2,0,4,38
"1898",1898,4180.5,38,30,30,2,1,4,24
"1899",1899,5094,46,80,35,4,0,8,24
"1900",1900,3563,16,85,48,2,1,13,33
"1901",1901,2859.5,17,28,30,1,0,3,22
"1902",1902,4547,41,36,34,1,1,6,22
"1903",1903,3778,34,58,47,4,1,7,35
"1904",1904,2425,12,34,44,2,0,4,34
"1905",1905,2344.5,8,43,48,1,0,7,40
"1906",1906,3901.5,13,90,45,4,0,11,33
"1907",1907,4107,39,52,37,4,0,6,28
"1908",1908,3347,37,25,40,3,1,2,34
"1909",1909,3456,6,79,37,4,1,9,27
"1910",1910,2096,5,41,34,2,0,5,24
"1911",1911,4373.5,39,73,30,1,1,7,19
"1912",1912,3542,28,62,30,2,1,6,19
"1913",1913,4150,36,48,43,2,0,7,32
"1914",1914,2995,8,83,35,3,0,9,19
"1915",1915,2523,3,78,30,3,0,11,15
"1916",1916,3195,5,77,40,1,0,11,23
"1917",1917,3099.5,19,51,30,1,0,7,18
"1918",1918,2932,3,98,46,4,0,10,30
"1919",1919,3810.5,10,90,38,3,1,13,23
"1920",1920,4460,23,95,48,2,1,12,35
"1921",1921,3225.5,15,95,31,1,0,11,16
"1922",1922,2950,17,59,47,2,1,8,33
"1923",1923,5381,50,80,42,3,0,11,29
"1924",1924,2739,11,62,46,1,0,7,35
"1925",1925,2606.5,13,50,42,4,0,7,33
"1926",1926,4893.5,49,63,41,4,1,6,32
"1927",1927,3441,41,36,30,1,0,3,21
"1928",1928,3270.5,12,57,36,4,1,6,26
"1929",1929,4311.5,35,80,40,2,1,11,22
"1930",1930,2858,19,46,46,4,1,5,39
"1931",1931,4345.5,50,41,36,3,0,7,22
"1932",1932,4437.5,40,73,36,1,0,11,18
"1933",1933,5352.5,51,96,35,1,0,13,18
"1934",1934,4206.5,35,71,49,4,0,11,35
"1935",1935,2629,3,84,31,1,1,12,18
"1936",1936,3541,17,62,32,4,0,9,22
"1937",1937,4366,47,58,45,1,1,9,34
"1938",1938,5524.5,37,98,48,1,0,15,28
"1939",1939,3920.5,24,73,44,1,1,8,29
"1940",1940,5270.5,42,69,45,2,1,9,30
"1941",1941,2122.5,10,29,46,2,0,3,37
"1942",1942,3683,12,85,43,1,0,9,31
"1943",1943,3285.5,13,92,44,3,0,11,28
"1944",1944,2032,6,27,45,3,1,2,40
"1945",1945,1774,7,21,44,2,0,2,40
"1946",1946,3208,4,83,37,4,0,10,26
"1947",1947,2385.5,1,30,48,4,1,4,38
"1948",1948,2837.5,6,70,43,1,1,10,29
"1949",1949,4377,45,62,49,4,1,6,39
"1950",1950,3632.5,8,75,43,3,0,12,26
"1951",1951,3999,38,24,39,2,0,2,36
"1952",1952,4043,29,65,33,4,0,11,16
"1953",1953,4483.5,37,51,42,2,0,7,33
"1954",1954,2137.5,7,33,30,1,0,4,22
"1955",1955,3643.5,11,72,39,2,0,11,23
"1956",1956,3557.5,15,83,35,2,1,12,22
"1957",1957,2461.5,6,51,38,1,0,7,24
"1958",1958,4615,36,60,39,1,0,6,27
"1959",1959,3568.5,24,47,40,2,1,5,28
"1960",1960,3762.5,43,28,43,1,0,4,36
"1961",1961,4209,12,96,47,1,1,14,32
"1962",1962,5123.5,38,85,48,4,0,10,33
"1963",1963,3710.5,27,55,36,4,0,9,25
"1964",1964,3160.5,13,42,39,4,0,4,29
